qseqid,sseqid,qstart,qend,sstart,send,evalue,bitscore,pident,qcovs,accession,taxonomy,fam,spec,barcode,group,Specific,reads,barcode,total,obs_perc,exp_group,obs_group,Pellet_ ID,Primer,Extract,Location,Morph_ID,Expected,Expected_main,exp_ind
consensus_SQK-RBK114-96_barcode86_1_241(42),gi|1519576354|gb|CP033934.1|,6,196,118028,118219,4.10E-91,348,99.479,97,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,86,Other,Bacteria,42,86,16555,0.002536998,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_48(15),gi|1905450536|gb|MN657180.1|,1,131,27006,26876,7.46E-58,237,99.237,79,MN657180.1,Cladosporium sp.,Cladosporium,sp.,86,Other,Bacteria,15,86,16555,0.000906071,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_147(15),gi|2243791475|emb|OW971873.1|,1,258,1545,1803,3.23E-128,472,99.614,100,OW971873.1,Mucor piriformis,Mucor,piriformis,86,Other,Bacteria,15,86,16555,0.000906071,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_205(44),gi|2558593430|gb|CP131572.1|,3,87,1514105,1514189,5.24E-34,158,100,98,CP131572.1,Photobacterium leiognathi subsp. mandapamensis,Photobacterium,leiognathi,86,Other,Bacteria,44,86,16555,0.002657807,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_126(345),gi|2324023810|gb|CP110001.1|,1,373,1154364,1154738,0,675,99.2,100,CP110001.1,Flavobacterium sp. N2038,Flavobacterium,sp.,86,Other,Bacteria,345,86,16555,0.020839625,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_155(21),gi|1519576354|gb|CP033934.1|,3,143,118223,118083,3.74E-65,261,100,97,CP033934.1,Chryseobacterium balustinum,Chryseobacterium,balustinum,86,Other,Bacteria,21,86,16555,0.001268499,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_208(37),gi|2306666110|emb|OX336425.1|,1,198,23324,23125,6.89E-94,357,99,100,OX336425.1,Flavobacterium collinsii,Flavobacterium,collinsii,86,Other,Bacteria,37,86,16555,0.002234974,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_60(9),gi|452849704|ref|NC_020353.1|,1,149,11158,11306,1.41E-64,259,97.987,100,NC_020353.1,Microbotryum lychnidis-dioicae,Microbotryum,lychnidis-dioicae,86,Other,Fungus,9,86,16555,0.000543642,0,0.584959227,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_101(22),gi|2428834126|gb|OP936975.1|,1,164,16019,15856,7.25E-78,303,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,22,86,16555,0.001328904,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_201(506),gi|2428834126|gb|OP936975.1|,1,218,16050,15833,9.81E-108,403,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,506,86,16555,0.030564784,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_49(175),gi|2428834126|gb|OP936975.1|,3,148,15978,15833,6.45E-68,270,100,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,175,86,16555,0.010570825,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_14(299),gi|2428834126|gb|OP936975.1|,7,189,16016,15833,1.10E-86,333,99.457,96,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,299,86,16555,0.018061009,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_71(25),gi|2428834126|gb|OP936975.1|,1,122,15933,16054,1.09E-54,226,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,25,86,16555,0.001510118,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_115(46),gi|2428834126|gb|OP936975.1|,1,140,16040,15901,1.31E-64,259,100,99,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,46,86,16555,0.002778617,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_10(565),gi|2428834126|gb|OP936975.1|,1,161,16050,15890,3.30E-76,298,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,565,86,16555,0.034128662,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_130(135),gi|2428834126|gb|OP936975.1|,4,198,16051,15857,5.33E-95,361,100,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,135,86,16555,0.008154636,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_172(14),gi|2428834126|gb|OP936975.1|,1,133,15888,16020,9.42E-61,246,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,14,86,16555,0.000845666,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_21(141),gi|2428834126|gb|OP936975.1|,3,116,15915,16028,2.84E-50,211,100,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,141,86,16555,0.008517064,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_113(57),gi|2428834126|gb|OP936975.1|,4,134,16048,15918,1.23E-59,243,100,97,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,86,Seabird,Pomarine jaeger,57,86,16555,0.003443069,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_1_134(8),gi|2428834140|gb|OP936976.1|,1,118,15937,15820,1.74E-52,219,100,100,OP936976.1,Stercorarius maccormicki,Stercorarius,maccormicki,86,Seabird,South-polar Skua,8,86,16555,0.000483238,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode86_2_0(21),gi|2428834140|gb|OP936976.1|,3,105,15922,15820,3.20E-44,191,100,98,OP936976.1,Stercorarius maccormicki,Stercorarius,maccormicki,86,Seabird,South-polar Skua,21,86,16555,0.001268499,0,0.121655089,2-19,MarVer,No wash,Noss Club East,3980,"80% fish, vertebrae, herring, 20% vegetation",Herring,0
consensus_SQK-RBK114-96_barcode87_0_39(8),gi|2243791475|emb|OW971873.1|,1,138,1803,1665,7.65E-62,250,99.281,100,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,8,87,44172,0.00018111,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_0(14),gi|2243791475|emb|OW971873.1|,3,280,1526,1803,1.26E-137,503,99.283,99,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,14,87,44172,0.000316943,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_4_0(9),gi|909719411|gb|KR809877.1|,1,129,2990,3118,7.03E-57,233,99.225,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,87,Other,Bacteria,9,87,44172,0.000203749,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_1(12),gi|2243791475|emb|OW971873.1|,4,186,1638,1456,2.31E-88,339,100,98,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,12,87,44172,0.000271665,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_42(19),gi|2243791475|emb|OW971873.1|,1,146,1608,1754,2.95E-66,265,99.32,100,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,19,87,44172,0.000430137,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_7(37),gi|2243791475|emb|OW971873.1|,7,334,1475,1803,5.31E-167,601,99.696,98,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,37,87,44172,0.000837635,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_26(115),gi|2653196683|gb|CP108396.1|,18,52,35,1,2.31E-06,65.8,100,83,CP108396.1,Streptomyces sp. NBC_01310,Streptomyces,sp.,87,Other,Bacteria,115,87,44172,0.002603459,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_8(27),gi|2243791475|emb|OW971873.1|,1,205,1667,1463,1.54E-100,379,100,99,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,27,87,44172,0.000611247,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_3_0(21),gi|2243791475|emb|OW971873.1|,1,183,1456,1638,2.27E-88,339,100,100,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,21,87,44172,0.000475414,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_6(29),gi|909719411|gb|KR809877.1|,3,202,3115,2916,4.22E-96,364,99.5,99,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,87,Other,Bacteria,29,87,44172,0.000656524,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_10(16),gi|2243791475|emb|OW971873.1|,1,258,1545,1803,3.25E-128,472,99.614,99,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,16,87,44172,0.00036222,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_9(26),gi|2243791475|emb|OW971873.1|,1,195,1608,1803,2.43E-93,355,99.49,100,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,26,87,44172,0.000588608,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_5(24),gi|2243791475|emb|OW971873.1|,1,140,1545,1684,1.32E-64,259,100,98,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,24,87,44172,0.000543331,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_3(83),gi|909719411|gb|KR809877.1|,1,232,2887,3118,8.11E-114,424,99.569,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,87,Other,Bacteria,83,87,44172,0.001879018,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_12(26),gi|909719411|gb|KR809877.1|,1,104,2853,2750,8.76E-45,193,100,100,KR809877.1,Mucor lusitanicus,Mucor,lusitanicus,87,Other,Bacteria,26,87,44172,0.000588608,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_8(691),gi|2653196683|gb|CP108396.1|,17,51,35,1,2.48E-06,65.8,100,85,CP108396.1,Streptomyces sp. NBC_01310,Streptomyces,sp.,87,Other,Bacteria,691,87,44172,0.015643394,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_15(38),gi|2243791475|emb|OW971873.1|,1,106,1787,1682,7.07E-46,196,100,99,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,38,87,44172,0.000860273,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_2(20),gi|2243791475|emb|OW971873.1|,1,155,1650,1805,3.16E-71,281,99.359,100,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,20,87,44172,0.000452776,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_1_4(35),gi|2243791475|emb|OW971873.1|,1,362,1802,1440,0,658,99.449,99,OW971873.1,Mucor piriformis,Mucor,piriformis,87,Other,Bacteria,35,87,44172,0.000792357,0,0.02829847,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_5(1404),gi|2428834126|gb|OP936975.1|,1,160,15891,16050,1.18E-75,296,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,1404,87,44172,0.031784841,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_35(49),gi|2428834126|gb|OP936975.1|,3,142,15993,15854,6.15E-63,254,99.286,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,49,87,44172,0.0011093,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_3(2543),gi|2428834126|gb|OP936975.1|,4,202,15852,16051,1.54E-95,363,99.5,97,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,2543,87,44172,0.057570407,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_29(23),gi|2428834126|gb|OP936975.1|,1,116,15899,16014,2.20E-51,215,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,23,87,44172,0.000520692,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_68(72),gi|2428834126|gb|OP936975.1|,1,137,16050,15914,5.92E-63,254,100,99,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,72,87,44172,0.001629992,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_21(85),gi|2428834126|gb|OP936975.1|,1,153,16033,15881,8.65E-72,283,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,85,87,44172,0.001924296,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_6(102),gi|2428834126|gb|OP936975.1|,1,126,15979,15854,6.81E-57,233,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,102,87,44172,0.002309155,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_22(56),gi|2428834126|gb|OP936975.1|,3,135,15922,16054,9.71E-61,246,100,97,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,56,87,44172,0.001267771,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_36(82),gi|2428834126|gb|OP936975.1|,2,140,15903,16040,7.80E-62,250,99.281,99,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,82,87,44172,0.00185638,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_58(33),gi|2428834126|gb|OP936975.1|,64,263,15851,16051,5.85E-96,364,99.502,75,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,33,87,44172,0.00074708,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_11(144),gi|2428834126|gb|OP936975.1|,1,160,15854,16013,1.18E-75,296,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,144,87,44172,0.003259984,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_23(58),gi|2428834126|gb|OP936975.1|,1,122,15933,16054,1.10E-54,226,100,99,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,58,87,44172,0.001313049,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_9(206),gi|2428834126|gb|OP936975.1|,1,114,16028,15914,1.29E-48,206,99.13,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,206,87,44172,0.004663588,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_25(1274),gi|2428834126|gb|OP936975.1|,3,150,15979,15832,5.07E-69,274,100,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,1274,87,44172,0.0288418,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_64(699),gi|2428834126|gb|OP936975.1|,1,174,15881,16054,2.17E-83,322,100,99,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,699,87,44172,0.015824504,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_46(73),gi|2428834126|gb|OP936975.1|,3,138,16016,15881,2.13E-62,252,100,98,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,73,87,44172,0.001652631,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_34(327),gi|2428834126|gb|OP936975.1|,1,171,16003,15833,9.82E-82,316,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,327,87,44172,0.00740288,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_16(86),gi|2428834126|gb|OP936975.1|,1,106,15982,15877,6.97E-46,196,100,100,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,86,87,44172,0.001946935,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_69(577),gi|2428834126|gb|OP936975.1|,7,190,16016,15833,6.60E-89,340,100,96,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,577,87,44172,0.013062574,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_38(25),gi|2428834126|gb|OP936975.1|,55,285,16063,15833,1.74E-106,399,97.845,81,OP936975.1,Stercorarius pomarinus,Stercorarius,pomarinus,87,Seabird,Pomarine jaeger,25,87,44172,0.000565969,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_17(69),gi|2428834140|gb|OP936976.1|,1,105,15924,15820,2.47E-45,195,100,100,OP936976.1,Stercorarius maccormicki,Stercorarius,maccormicki,87,Seabird,South-polar Skua,69,87,44172,0.001562076,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_10(69),gi|2428834140|gb|OP936976.1|,1,110,15842,15951,4.46E-48,204,100,99,OP936976.1,Stercorarius maccormicki,Stercorarius,maccormicki,87,Seabird,South-polar Skua,69,87,44172,0.001562076,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_2(3382),gi|2689249311|gb|OR243192.1|,6,188,2370,2188,2.34E-88,339,100,97,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,3382,87,44172,0.076564339,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_65(79),gi|2689249341|gb|OR243194.1|,1,112,2370,2259,3.49E-49,207,100,100,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,79,87,44172,0.001788463,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_1(155),gi|2689249341|gb|OR243194.1|,1,126,2388,2263,6.81E-57,233,100,100,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,155,87,44172,0.00350901,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_54(922),gi|2689249341|gb|OR243194.1|,2,128,2282,2409,9.00E-56,230,99.219,99,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,922,87,44172,0.020872951,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_50(430),gi|2689249311|gb|OR243192.1|,1,127,2314,2189,3.20E-55,228,99.213,100,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,430,87,44172,0.009734674,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_66(73),gi|2689249341|gb|OR243194.1|,34,174,2269,2409,4.77E-65,261,100,81,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,73,87,44172,0.001652631,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_51(38),gi|2689249326|gb|OR243193.1|,66,239,2237,2410,3.15E-83,322,100,72,OR243193.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,38,87,44172,0.000860273,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_0(743),gi|2689249311|gb|OR243192.1|,1,108,2296,2189,5.54E-47,200,100,100,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,743,87,44172,0.01682061,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_14(159),gi|2689249341|gb|OR243194.1|,1,135,2380,2246,7.43E-62,250,100,100,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,159,87,44172,0.003599565,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_62(353),gi|2689249341|gb|OR243194.1|,1,113,2350,2238,9.84E-50,209,100,100,OR243194.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,353,87,44172,0.007991488,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_20(321),gi|2689249311|gb|OR243192.1|,1,178,2390,2213,1.33E-85,329,100,100,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,321,87,44172,0.007267047,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_45(40),gi|2689249311|gb|OR243192.1|,64,261,2207,2405,3.47E-93,355,98.995,75,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,40,87,44172,0.000905551,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_48(8200),gi|2689249311|gb|OR243192.1|,1,218,2406,2189,9.81E-108,403,100,100,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,8200,87,44172,0.185637961,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
consensus_SQK-RBK114-96_barcode87_0_56(62),gi|2689249311|gb|OR243192.1|,74,266,2380,2189,1.64E-91,350,99.482,72,OR243192.1,Uria lomvia arra,Uria,lomvia,87,Seabird,Thick-billed murre,62,87,44172,0.001403604,1,0.97170153,2-4,MarVer,PBS twice,Noss Club East,3965,"100% bird, chick fulmar",Fulmar,0
